bank_version,candidate_id,candidate_group_id,descriptor_family,output_name,unit,source_population,aggregation_formula,applicable_family,direct_or_derived,source_bank,source_value_table,technical_role,qualification_status,confidence_status,later_evaluation_role,active_feature,promoted,y_evidence,notes,model_count,finite_count,unique_count,unified_block_id,unified_block_member_count,unified_edge_degree
XREG-v0.3-TECHNICAL,LIT-X003::L_y_k0,LIT-X003,directional_lineal_path,L_y_k0,dimensionless,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,diagnostic_trace_only,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_diagnostic_trace_only,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-038,1,0
XREG-v0.3-TECHNICAL,LIT-X003::L_y_k1,LIT-X003,directional_lineal_path,L_y_k1,dimensionless,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,diagnostic_trace_only,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_diagnostic_trace_only,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-039,1,0
XREG-v0.3-TECHNICAL,LIT-X003::L_z_auc_mm,LIT-X003,directional_lineal_path,L_z_auc_mm,mm,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-040,1,0
XREG-v0.3-TECHNICAL,LIT-X003::L_z_half_decay_mm,LIT-X003,directional_lineal_path,L_z_half_decay_mm,mm,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,8,U096-BLK-041,1,0
XREG-v0.3-TECHNICAL,LIT-X003::L_z_k0,LIT-X003,directional_lineal_path,L_z_k0,dimensionless,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,diagnostic_trace_only,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_diagnostic_trace_only,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-042,1,0
XREG-v0.3-TECHNICAL,LIT-X003::L_z_k1,LIT-X003,directional_lineal_path,L_z_k1,dimensionless,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,directional lineal-path probability from complete phase runs; physical-mm trapezoidal integral,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,diagnostic_trace_only,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_diagnostic_trace_only,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-043,1,0
XREG-v0.3-TECHNICAL,LIT-X004::chi_solid_26,LIT-X004,voxel_euler_topology,chi_solid_26,count,voxel Euler characteristic with solid-26 and void-6 connectivity; optional division by 40^3 mm^3,voxel Euler characteristic with solid-26 and void-6 connectivity; optional division by 40^3 mm^3,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,v0.3 block expanded with X024 absolute-AUC; no selection; block-aware later evaluation only,58,58,49,U096-BLK-044,3,2
XREG-v0.3-TECHNICAL,LIT-X004::chi_solid_26_per_mm3,LIT-X004,voxel_euler_topology,chi_solid_26_per_mm3,1/mm^3,voxel Euler characteristic with solid-26 and void-6 connectivity; optional division by 40^3 mm^3,voxel Euler characteristic with solid-26 and void-6 connectivity; optional division by 40^3 mm^3,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,v0.3 block expanded with X024 absolute-AUC; no selection; block-aware later evaluation only,58,58,49,U096-BLK-044,3,2
XREG-v0.3-TECHNICAL,LIT-X004::chi_void_6,LIT-X004,voxel_euler_topology,chi_void_6,count,voxel Euler characteristic with solid-26 and void-6 connectivity; optional division by 40^3 mm^3,voxel Euler characteristic with solid-26 and void-6 connectivity; optional division by 40^3 mm^3,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,51,U096-BLK-045,2,1
XREG-v0.3-TECHNICAL,LIT-X004::chi_void_6_per_mm3,LIT-X004,voxel_euler_topology,chi_void_6_per_mm3,1/mm^3,voxel Euler characteristic with solid-26 and void-6 connectivity; optional division by 40^3 mm^3,voxel Euler characteristic with solid-26 and void-6 connectivity; optional division by 40^3 mm^3,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,51,U096-BLK-045,2,1
XREG-v0.3-TECHNICAL,LIT-X005::A_xx,LIT-X005,surface_normal_fabric,A_xx,dimensionless,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-046,1,0
XREG-v0.3-TECHNICAL,LIT-X005::A_xy,LIT-X005,surface_normal_fabric,A_xy,dimensionless,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,diagnostic_trace_only,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_diagnostic_trace_only,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-047,1,0
XREG-v0.3-TECHNICAL,LIT-X005::A_xz,LIT-X005,surface_normal_fabric,A_xz,dimensionless,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,diagnostic_trace_only,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_diagnostic_trace_only,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-048,1,0
XREG-v0.3-TECHNICAL,LIT-X005::A_yy,LIT-X005,surface_normal_fabric,A_yy,dimensionless,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-049,1,0
XREG-v0.3-TECHNICAL,LIT-X005::A_yz,LIT-X005,surface_normal_fabric,A_yz,dimensionless,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,diagnostic_trace_only,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_diagnostic_trace_only,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-050,1,0
XREG-v0.3-TECHNICAL,LIT-X005::A_zz,LIT-X005,surface_normal_fabric,A_zz,dimensionless,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-051,1,0
XREG-v0.3-TECHNICAL,LIT-X005::DA,LIT-X005,surface_normal_fabric,DA,dimensionless,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-052,1,0
XREG-v0.3-TECHNICAL,LIT-X005::FA,LIT-X005,surface_normal_fabric,FA,dimensionless,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_hold_group,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_census_hold_group,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-053,1,0
XREG-v0.3-TECHNICAL,LIT-X005::lambda1,LIT-X005,surface_normal_fabric,lambda1,dimensionless,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_hold_group,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_census_hold_group,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-054,1,0
XREG-v0.3-TECHNICAL,LIT-X005::lambda2,LIT-X005,surface_normal_fabric,lambda2,dimensionless,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_hold_group,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_census_hold_group,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-055,1,0
XREG-v0.3-TECHNICAL,LIT-X005::lambda3,LIT-X005,surface_normal_fabric,lambda3,dimensionless,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_hold_group,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_census_hold_group,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-056,1,0
XREG-v0.3-TECHNICAL,LIT-X005::trace,LIT-X005,surface_normal_fabric,trace,dimensionless,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,diagnostic_trace_only,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_diagnostic_trace_only,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-057,1,0
XREG-v0.3-TECHNICAL,LIT-X005::v1_z_alignment,LIT-X005,surface_normal_fabric,v1_z_alignment,dimensionless,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,area-weighted surface-normal second-order fabric tensor from marching-cubes interface,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,diagnostic_trace_only,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_diagnostic_trace_only,False,False,False,raw value is persisted even when held or diagnostic,58,58,50,U096-BLK-058,1,0
XREG-v0.3-TECHNICAL,LIT-X009::C2_x_10mm,LIT-X009,same_cluster_correlation,C2_x_10mm,dimensionless,all_nonwrapped_voxel_pairs_at_physical_lag,mean(I(x)*I(x+10.0mm*e_x)*1[label_same_positive]),"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,likely_full58_technical_candidate_not_selected,not_qualified_requires_full58_CQ01_to_CQ09,likely,later_nested_block_challenger_against_existing_primary,False,False,False,variable_on_panel,58,58,58,U096-BLK-025,4,2
XREG-v0.3-TECHNICAL,LIT-X009::C2_x_2p5mm,LIT-X009,same_cluster_correlation,C2_x_2p5mm,dimensionless,all_nonwrapped_voxel_pairs_at_physical_lag,mean(I(x)*I(x+2.5mm*e_x)*1[label_same_positive]),"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,likely_full58_technical_candidate_not_selected,not_qualified_requires_full58_CQ01_to_CQ09,likely,later_nested_block_challenger_against_existing_primary,False,False,False,variable_on_panel,58,58,58,U096-BLK-027,4,2
XREG-v0.3-TECHNICAL,LIT-X009::C2_y_10mm,LIT-X009,same_cluster_correlation,C2_y_10mm,dimensionless,all_nonwrapped_voxel_pairs_at_physical_lag,mean(I(x)*I(x+10.0mm*e_y)*1[label_same_positive]),"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,likely_full58_technical_candidate_not_selected,not_qualified_requires_full58_CQ01_to_CQ09,likely,later_nested_block_challenger_against_existing_primary,False,False,False,variable_on_panel,58,58,58,U096-BLK-025,4,2
XREG-v0.3-TECHNICAL,LIT-X009::C2_y_2p5mm,LIT-X009,same_cluster_correlation,C2_y_2p5mm,dimensionless,all_nonwrapped_voxel_pairs_at_physical_lag,mean(I(x)*I(x+2.5mm*e_y)*1[label_same_positive]),"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,likely_full58_technical_candidate_not_selected,not_qualified_requires_full58_CQ01_to_CQ09,likely,later_nested_block_challenger_against_existing_primary,False,False,False,variable_on_panel,58,58,58,U096-BLK-027,4,2
XREG-v0.3-TECHNICAL,LIT-X009::C2_z_10mm,LIT-X009,same_cluster_correlation,C2_z_10mm,dimensionless,all_nonwrapped_voxel_pairs_at_physical_lag,mean(I(x)*I(x+10.0mm*e_z)*1[label_same_positive]),"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,likely_full58_technical_candidate_not_selected,not_qualified_requires_full58_CQ01_to_CQ09,likely,later_nested_block_challenger_against_existing_primary,False,False,False,variable_on_panel,58,58,58,U096-BLK-029,2,1
XREG-v0.3-TECHNICAL,LIT-X009::C2_z_2p5mm,LIT-X009,same_cluster_correlation,C2_z_2p5mm,dimensionless,all_nonwrapped_voxel_pairs_at_physical_lag,mean(I(x)*I(x+2.5mm*e_z)*1[label_same_positive]),"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,likely_full58_technical_candidate_not_selected,not_qualified_requires_full58_CQ01_to_CQ09,likely,later_nested_block_challenger_against_existing_nonprimary,False,False,False,variable_on_panel,58,58,58,U096-BLK-031,2,1
XREG-v0.3-TECHNICAL,LIT-X012::lacunarity_10mm,LIT-X012,multiscale_lacunarity,lacunarity_10mm,dimensionless,all_valid_sliding_3D_cubic_windows,E[M_b^2]/E[M_b]^2 for b=10.0mm,"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,likely_full58_technical_candidate_not_selected,not_qualified_requires_full58_CQ01_to_CQ09,likely,later_nested_standalone_challenger,False,False,False,variable_on_panel,58,58,58,U096-BLK-059,1,0
XREG-v0.3-TECHNICAL,LIT-X012::lacunarity_2p5mm,LIT-X012,multiscale_lacunarity,lacunarity_2p5mm,dimensionless,all_valid_sliding_3D_cubic_windows,E[M_b^2]/E[M_b]^2 for b=2.5mm,"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,likely_full58_technical_candidate_not_selected,not_qualified_requires_full58_CQ01_to_CQ09,likely,later_nested_standalone_challenger,False,False,False,variable_on_panel,58,58,58,U096-BLK-060,1,0
XREG-v0.3-TECHNICAL,LIT-X012::lacunarity_5mm,LIT-X012,multiscale_lacunarity,lacunarity_5mm,dimensionless,all_valid_sliding_3D_cubic_windows,E[M_b^2]/E[M_b]^2 for b=5.0mm,"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,likely_full58_technical_candidate_not_selected,not_qualified_requires_full58_CQ01_to_CQ09,likely,later_nested_standalone_challenger,False,False,False,variable_on_panel,58,58,58,U096-BLK-061,1,0
XREG-v0.3-TECHNICAL,LIT-X012::loglog_slope_2p5_to_10mm,LIT-X012,multiscale_lacunarity,loglog_slope_2p5_to_10mm,dimensionless,all_valid_sliding_3D_cubic_windows,(log(Lambda_10)-log(Lambda_2.5))/(log(10)-log(2.5)),"B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,likely_full58_technical_candidate_not_selected,not_qualified_requires_full58_CQ01_to_CQ09,likely,later_nested_standalone_challenger,False,False,False,variable_on_panel,58,58,58,U096-BLK-062,1,0
XREG-v0.3-TECHNICAL,LIT-X012::logscale_auc_2p5_to_10mm,LIT-X012,multiscale_lacunarity,logscale_auc_2p5_to_10mm,dimensionless,all_valid_sliding_3D_cubic_windows,"trapezoid(log(b),Lambda(b)) for b={2.5,5,10}mm","B,C,L,F,T",direct_formula_output,PRM094_second_wave,PRM092_second_wave_full58_V128_values_long.csv,likely_full58_technical_candidate_not_selected,not_qualified_requires_full58_CQ01_to_CQ09,likely,later_nested_standalone_challenger,False,False,False,variable_on_panel,58,58,58,U096-BLK-063,1,0
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_x_count,LIT-X016,directional_void_chord,void_chord_x_count,count,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,diagnostic_trace_only,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_diagnostic_trace_only,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-064,1,0
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_x_mean_mm,LIT-X016,directional_void_chord,void_chord_x_mean_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-065,2,1
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_x_population_std_mm,LIT-X016,directional_void_chord,void_chord_x_population_std_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-066,2,1
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_x_q10_mm,LIT-X016,directional_void_chord,void_chord_x_q10_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,9,U096-BLK-067,1,0
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_x_q50_mm,LIT-X016,directional_void_chord,void_chord_x_q50_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,15,U096-BLK-068,1,0
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_x_q90_mm,LIT-X016,directional_void_chord,void_chord_x_q90_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,19,U096-BLK-069,1,0
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_x_spanning_line_fraction,LIT-X016,directional_void_chord,void_chord_x_spanning_line_fraction,dimensionless,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,56,U096-BLK-070,1,0
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_y_count,LIT-X016,directional_void_chord,void_chord_y_count,count,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,diagnostic_trace_only,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_diagnostic_trace_only,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-071,1,0
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_y_mean_mm,LIT-X016,directional_void_chord,void_chord_y_mean_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-065,2,1
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_y_population_std_mm,LIT-X016,directional_void_chord,void_chord_y_population_std_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-066,2,1
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_y_q10_mm,LIT-X016,directional_void_chord,void_chord_y_q10_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,9,U096-BLK-072,1,0
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_y_q50_mm,LIT-X016,directional_void_chord,void_chord_y_q50_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,14,U096-BLK-073,1,0
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_y_q90_mm,LIT-X016,directional_void_chord,void_chord_y_q90_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,19,U096-BLK-074,1,0
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_y_spanning_line_fraction,LIT-X016,directional_void_chord,void_chord_y_spanning_line_fraction,dimensionless,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,retained_sensitivity_trace,full58_technical_census_not_scientifically_selected,likely_or_hold_by_existing_policy,existing_bank_reference_retained_sensitivity_trace,False,False,False,raw value is persisted even when held or diagnostic,58,58,56,U096-BLK-075,1,0
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_z_count,LIT-X016,directional_void_chord,void_chord_z_count,count,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,diagnostic_trace_only,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_diagnostic_trace_only,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-076,1,0
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_z_mean_mm,LIT-X016,directional_void_chord,void_chord_z_mean_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-077,1,0
XREG-v0.3-TECHNICAL,LIT-X016::void_chord_z_population_std_mm,LIT-X016,directional_void_chord,void_chord_z_population_std_mm,mm,directional phase chord run-length distribution on fixed V128 voxel mask,directional phase chord run-length distribution on fixed V128 voxel mask,B|C|F|L|T,direct_from_mask_formula,PRM082_existing,PRM082_full58_all89_values_long.csv,census_primary,full58_technical_census_not_scientifically_selected,confirmed_lineage,existing_bank_reference_census_primary,False,False,False,raw value is persisted even when held or diagnostic,58,58,58,U096-BLK-078,1,0
